												
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated"										Cyclically		
Robert J. Shiller 										Adjusted		
										Price		
				  Consumer						Earnings		
	S&P			Price		Long				Ratio		
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or		
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE		
1888.1	5.35	0.23	0.28	8.18	1888.79	3.51	165.20	7.20	8.54	15.72		
1888.11	5.24	0.23	0.27	8.28	1888.87	3.49	159.94	7.07	8.19	15.22		
1888.12	5.14	0.23	0.26	8.28	1888.96	3.47	156.89	7.02	7.94	14.95		
1889.01	5.24	0.23	0.26	7.99	1889.04	3.45	165.65	7.25	8.32	15.80		
1889.02	5.30	0.23	0.27	7.90	1889.12	3.45	169.57	7.30	8.53	16.19		
1889.03	5.19	0.23	0.27	7.80	1889.21	3.45	168.07	7.37	8.74	16.07		
1889.04	5.18	0.23	0.27	7.80	1889.29	3.44	167.75	7.34	8.85	16.05		
1889.05	5.32	0.23	0.28	7.61	1889.37	3.44	176.59	7.50	9.18	16.92		
1889.06	5.41	0.23	0.28	7.61	1889.46	3.44	179.58	7.47	9.29	17.22		
1889.07	5.30	0.22	0.28	7.61	1889.54	3.44	175.93	7.44	9.40	16.89		
1889.08	5.37	0.22	0.29	7.61	1889.62	3.43	178.25	7.41	9.52	17.13		
1889.09	5.50	0.22	0.29	7.71	1889.71	3.43	180.31	7.29	9.51	17.35		
1889.1	5.40	0.22	0.29	7.71	1889.79	3.43	177.03	7.27	9.62	17.05		
1889.11	5.35	0.22	0.30	7.71	1889.87	3.43	175.39	7.24	9.73	16.91		
1889.12	5.32	0.22	0.30	7.80	1889.96	3.42	172.28	7.12	9.72	16.61		
1890.01	5.38	0.22	0.30	7.61	1890.04	3.42	178.58	7.30	9.93	17.22		
1890.02	5.32	0.22	0.30	7.61	1890.12	3.44	176.59	7.30	9.90	17.03		
1890.03	5.28	0.22	0.30	7.61	1890.21	3.45	175.26	7.30	9.88	16.90		
1890.04	5.39	0.22	0.30	7.61	1890.29	3.47	178.91	7.30	9.85	17.26		
1890.05	5.62	0.22	0.30	7.71	1890.37	3.49	184.25	7.21	9.70	17.79		
1890.06	5.58	0.22	0.30	7.71	1890.46	3.50	182.93	7.21	9.67	17.68		
1890.07	5.54	0.22	0.29	7.71	1890.54	3.52	181.62	7.21	9.65	17.59		
1890.08	5.41	0.22	0.29	7.99	1890.62	3.54	171.03	6.95	9.27	16.60		
1890.09	5.32	0.22	0.29	8.09	1890.71	3.55	166.20	6.87	9.14	16.17		
